Attending Coll./Univ. (%),African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,First Language Not English %,English Language Learner %,Students With Disabilities %,High Needs %,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting
84.3,5.9,19.3,10.2,55.3,0.0,0.1,9.1,50.7,49.3,30.9,10.7,15.3,32.8,"     $61,973,456"," $101,413",    611,"         $146,378,463.00","           7,711.6","              $18,981.59","         $151,978,958.00","           7,782.8","              $19,527.54","   8,022",      98,0.8,0.6,0.0,0.0
90.3,5.6,16.4,5.5,68.5,0.3,0.0,3.6,51.3,48.7,17.1,4.2,13.5,25.3,"     $31,544,308"," $101,854",    310,"          $66,817,171.00","           3,511.7","              $19,027.02","          $74,614,292.00","           3,621.0","              $20,605.99","   3,628",      45,0.6,0.9,0.0,0.0
79.9,25.5,12.3,13.7,40.2,0.4,0.2,7.7,50.8,49.2,27.6,7.9,21.6,46.3,"     $58,025,150","  $88,737",    654,"         $182,112,162.00","           6,800.7","              $26,778.44","         $212,707,498.00","           7,427.4","              $28,638.22","   7,136",     155,0.9,1.6,0.0,0.0
89.8,10.7,10.4,4.6,69.4,0.0,0.2,4.7,49.7,50.3,5.4,2.3,12.1,24.9,"     $19,704,960","  $79,839",    247,"          $48,987,186.00","           3,323.1","              $14,741.41","          $53,950,364.00","           3,391.3","              $15,908.46","   3,402",      81,1.4,1.4,0.0,0.0
48.9,5.1,1.0,10.4,76.2,2.1,0.2,5.0,62.4,37.6,4.3,2.9,27.3,54.9,"      $5,005,795","  $74,491",     67,"          $15,592,665.00",             612.7,"              $25,449.10","          $15,610,198.00",             615.6,"              $25,357.70",     644,      86,9.2,5.9,0.2,0.0
64.7,1.3,0.2,1.0,95.9,0.1,0.1,1.3,50.6,49.4,0.6,0.6,19.9,34.6,"      $8,980,898","  $68,504",    131,"          $22,836,665.00","           1,611.4","              $14,171.94","          $24,927,662.00","           1,680.4","              $14,834.36","   1,672",     112,4.3,4.7,0.0,0.0
78.6,0.8,1.1,3.3,91.7,0.1,0.0,3.1,52.0,48.0,1.1,0.7,14.0,37.4,"      $9,235,038","  $71,924",    128,"          $26,534,999.00","           1,621.7","              $16,362.46","          $28,163,272.00","           1,835.5","              $15,343.65","   1,655",      76,3.9,1.6,0.0,0.0
88.6,2.6,13.6,4.9,76.1,0.1,0.1,2.6,51.6,48.4,11.3,2.9,16.7,27.9,"     $27,278,307","  $74,592",    366,"          $65,514,283.00","           4,978.3","              $13,159.97","          $75,606,265.00","           5,240.2","              $14,428.13","   5,137",      58,0.6,0.6,0.0,0.0
60.6,5.7,1.4,85.4,6.3,0.1,0.0,1.0,52.6,47.4,81.4,30.6,13.3,75.3,"     $28,722,955","  $68,209",    421,"          $87,322,464.00","           6,301.5","              $13,857.41","         $109,091,340.00","           7,280.3","              $14,984.46","   6,916",      39,0.6,0.0,0.0,0.0
64.3,3.7,1.8,35.0,56.4,0.1,0.1,2.8,52.5,47.5,13.0,5.4,18.9,60.1,"     $45,427,432","  $79,321",    573,"         $110,253,567.00","           7,673.3","              $14,368.47","         $116,342,992.00","           8,112.3","              $14,341.55","   8,111",     515,3.1,4.4,0.0,0.0
68.0,3.9,1.5,23.7,69.4,0.1,0.0,1.4,54.1,45.9,22.0,7.0,20.6,49.9,"      $9,697,448","  $67,203",    144,"          $23,135,764.00","           1,875.2","              $12,337.76","          $29,648,487.00","           2,193.3","              $13,517.75","   1,991",     119,3.3,3.7,0.0,0.0
93.4,2.9,2.3,1.0,92.5,0.2,0.0,1.1,52.0,48.0,0.3,0.1,11.4,15.3,"      $9,946,778","  $82,273",    121,"          $24,189,250.00","           1,588.6","              $15,226.77","          $26,012,209.00","           1,609.1","              $16,165.69","   1,603",       7,0.1,0.4,0.0,0.0
91.8,4.3,9.5,4.0,78.5,0.0,0.0,3.7,47.8,52.1,5.0,0.4,18.8,23.2,"     $10,022,221"," $100,222",    100,"          $25,564,256.00","           1,273.8","              $20,069.29","          $29,342,568.00","           1,324.8","              $22,148.68","   1,289",      11,0.1,0.8,0.0,0.0
86.6,2.0,2.5,6.7,85.9,0.2,0.1,2.5,50.8,49.2,2.4,1.0,16.0,29.4,"     $22,079,290","  $80,084",    276,"          $52,327,813.00","           3,522.5","              $14,855.31","          $57,208,656.00","           3,632.8","              $15,747.81","   3,612",      59,0.7,1.1,0.0,0.0
86.3,1.3,0.7,3.0,89.5,0.0,0.1,5.5,52.1,47.9,5.1,2.3,13.5,31.0,"     $21,562,650","  $81,956",    263,"          $46,466,923.00","           3,652.0","              $12,723.69","          $50,354,508.00","           3,722.4","              $13,527.43","   3,723",      24,0.1,0.5,0.0,0.0
75.5,7.9,2.7,14.0,71.1,0.2,0.0,4.1,51.4,48.6,13.0,6.1,20.3,38.8,"     $19,186,812","  $82,488",    233,"          $49,472,912.00","           2,672.2","              $18,513.93","          $54,285,378.00","           2,764.2","              $19,638.73","   2,767",      45,0.1,1.6,0.0,0.0
75.0,8.8,2.3,10.3,70.2,2.2,0.1,6.1,52.0,48.0,15.7,8.2,18.4,53.4,"     $20,202,341","  $69,519",    291,"          $52,577,368.00","           2,987.7","              $17,597.94","          $61,476,523.00","           3,542.8","              $17,352.52","   3,214",      59,0.7,1.3,0.0,0.0
81.3,0.8,1.2,4.4,90.7,0.1,0.0,2.8,52.2,47.8,0.9,0.1,12.8,23.4,"     $16,898,969","  $70,796",    239,"          $39,393,327.00","           2,893.6","              $13,613.95","          $42,157,852.00","           2,956.4","              $14,259.86","   2,964",      93,2.5,1.8,0.0,0.0
86.6,0.4,1.4,3.0,92.9,0.0,0.2,2.1,50.9,49.1,0.2,0.1,17.8,28.6,"      $6,113,343","  $68,999",     89,"          $16,226,608.00","           1,352.1","              $12,001.04","          $19,242,347.00","           1,441.1","              $13,352.54","   1,416",      32,0.7,1.6,0.0,0.0
84.5,2.6,7.2,2.6,83.7,0.2,0.0,3.6,49.5,50.5,3.3,0.5,14.2,17.0,"     $10,077,680","  $92,626",    109,"          $22,943,450.00","           1,160.9","              $19,763.50","          $24,224,571.00","           1,196.1","              $20,252.96","   1,183",      12,0.3,0.7,0.0,0.0
79.6,5.6,5.4,7.7,79.5,0.1,0.1,1.7,50.6,49.4,3.7,1.3,16.2,34.0,"     $15,508,531","  $71,600",    217,"          $40,272,794.00","           3,544.1","              $11,363.33","          $47,522,265.00","           3,893.3","              $12,206.17","   3,645",      91,0.3,2.3,0.0,0.0
77.7,1.5,1.4,7.8,86.8,0.1,0.1,2.2,50.8,49.2,6.7,1.8,13.8,29.6,"     $19,143,750","  $74,143",    258,"          $45,113,219.00","           3,966.0","              $11,374.99","          $48,462,472.00","           4,058.9","              $11,939.80","   4,072",     216,4.8,2.2,0.0,0.0
89.3,0.3,1.3,2.0,93.7,0.1,0.0,2.7,51.2,48.8,1.1,0.4,14.0,18.8,"     $18,838,363","  $79,655",    237,"          $43,530,613.00","           3,108.2","              $14,005.09","          $45,747,785.00","           3,153.4","              $14,507.45","   3,175",      30,0.4,0.7,0.0,0.0
83.1,2.7,0.5,1.9,91.5,0.3,0.1,2.9,51.0,48.9,0.6,0.4,18.1,29.8,"     $10,377,376","  $79,703",    130,"          $25,098,627.00","           2,317.0","              $10,832.38","          $27,686,517.00","           2,387.0","              $11,598.88","   2,359",      91,3.0,1.5,0.0,0.0
81.0,2.5,5.4,5.9,84.4,0.1,0.1,1.7,50.9,49.1,6.7,2.0,17.1,32.1,"     $15,392,201","  $77,543",    199,"          $37,426,565.00","           2,633.4","              $14,212.26","          $40,503,739.00","           2,716.9","              $14,908.07","   2,674",      46,0.6,1.3,0.0,0.0
67.6,1.7,3.8,11.4,80.6,0.3,0.1,2.2,51.0,49.0,6.3,2.2,20.2,42.7,"      $7,293,275","  $64,258",    114,"          $19,079,233.00","           1,553.6","              $12,280.66","          $24,573,923.00","           1,889.6","              $13,004.83","   1,603",      77,2.8,2.9,0.0,0.0
90.1,4.9,3.3,4.1,84.6,0.2,0.1,2.9,49.9,50.1,3.8,1.0,16.8,25.5,"     $20,324,632","  $78,689",    258,"          $47,416,845.00","           3,737.7","              $12,686.10","          $51,160,582.00","           3,808.5","              $13,433.26","   3,817",     102,1.5,1.6,0.0,0.0
66.2,17.4,4.9,48.0,27.4,0.4,0.1,1.8,51.3,48.7,61.8,17.1,16.1,65.1,"     $42,902,755","  $85,345",    503,"         $103,379,166.00","           7,152.0","              $14,454.58","         $120,327,139.00","           7,991.3","              $15,057.27","   7,804",     555,4.1,4.4,0.0,0.0
77.4,1.2,2.0,5.5,87.6,0.3,0.0,3.4,50.4,49.6,3.3,1.5,14.4,38.1,"      $9,930,877","  $68,347",    145,"          $23,706,044.00","           2,036.3","              $11,641.72","          $25,723,185.00","           2,081.4","              $12,358.60","   2,092",     104,3.7,2.1,0.0,0.0
56.7,7.5,4.2,24.9,55.6,0.2,0.1,7.4,51.8,48.2,21.7,11.7,20.0,73.7,"     $50,593,089","  $67,413",    750,"         $145,089,603.00","          10,204.8","              $14,217.78","         $172,354,339.00","          11,883.6","              $14,503.55","  10,964","   1,236",5.1,8.5,0.0,0.0
80.0,4.9,2.5,4.9,80.7,1.2,0.1,5.8,51.4,48.6,6.6,2.3,17.2,39.5,"     $22,573,703","  $75,472",    299,"          $57,902,046.00","           3,458.9","              $16,740.02","          $62,534,523.00","           3,621.0","              $17,269.96","   3,581",     195,4.1,2.6,0.0,0.0
50.3,5.9,4.9,49.3,32.7,0.1,0.1,7.0,51.4,48.6,31.3,11.2,23.5,70.3,"     $27,690,548","  $74,039",    374,"          $70,473,110.00","           5,221.7","              $13,496.20","          $85,187,889.00","           5,989.1","              $14,223.82","   5,770",     433,5.1,3.9,0.0,0.0
85.1,4.3,3.5,3.7,86.0,0.4,0.1,1.9,52.8,47.2,2.3,1.5,18.4,28.1,"     $17,751,861","  $84,855",    209,"          $41,847,205.00","           2,618.2","              $15,983.20","          $46,116,359.00","           2,756.4","              $16,730.65","   2,673",      89,1.6,1.9,0.0,0.0
77.6,6.6,5.1,26.8,57.9,0.1,0.1,3.5,51.0,49.0,42.6,18.5,22.2,54.3,"     $58,328,891","  $78,674",    741,"         $148,993,191.00","           8,667.3","              $17,190.27","         $174,238,507.00","           9,378.4","              $18,578.70","   9,098",     415,2.2,3.5,0.0,0.0
38.4,1.0,0.2,2.5,95.9,0.0,0.0,0.4,67.8,32.2,0.2,0.0,28.5,52.0,"      $3,914,216","  $75,564",     52,"          $11,708,571.00",             462.7,"              $25,304.89","          $11,712,171.00",             463.4,"              $25,274.43",     490,      46,7.6,2.7,0.0,0.0
83.3,1.3,0.9,1.3,94.6,0.3,0.1,1.5,49.9,50.1,1.3,0.7,14.9,27.2,"     $14,647,196","  $74,845",    196,"          $35,331,955.00","           2,745.4","              $12,869.51","          $39,387,646.00","           2,870.9","              $13,719.62","   2,813",      60,0.8,1.6,0.0,0.0
88.0,1.3,3.1,4.4,88.4,0.0,0.3,2.5,54.0,46.0,3.3,1.5,20.2,32.0,"      $3,385,364","  $65,229",     52,"          $10,429,414.00",             612.4,"              $17,030.40","          $12,308,636.00",             705.2,"              $17,454.11",     624,       8,0.3,1.0,0.0,0.0
61.8,2.6,1.6,15.4,72.3,0.3,0.0,7.8,51.9,48.1,7.2,4.6,22.4,59.6,"     $11,783,916","  $69,195",    170,"          $30,300,294.00","           2,375.3","              $12,756.41","          $33,362,111.00","           2,703.8","              $12,338.97","   2,562",     106,0.6,3.9,0.0,0.0
62.3,0.8,0.4,3.9,92.4,0.4,0.1,2.0,51.8,48.2,3.9,2.4,18.6,42.4,"      $4,787,913","  $60,683",     79,"          $14,576,993.00",             842.2,"              $17,308.23","          $16,100,595.00",             955.7,"              $16,846.91",     872,      41,4.2,1.4,0.0,0.0
93.3,0.8,1.1,1.7,94.9,0.0,0.1,1.3,51.1,48.9,0.5,0.3,12.2,19.1,"      $7,648,196","  $70,103",    109,"          $18,755,012.00","           1,445.6","              $12,973.86","          $20,151,602.00","           1,494.6","              $13,482.94","   1,483",       6,0.3,0.1,0.0,0.0
87.7,1.4,0.3,10.5,80.4,0.2,0.2,6.9,50.2,49.8,9.9,7.4,20.4,56.0,"      $5,329,693","  $57,869",     92,"          $17,320,829.00",             949.4,"              $18,243.97","          $20,914,415.00","           1,259.7","              $16,602.70","   1,000",      19,0.3,1.7,0.0,0.0
67.4,1.7,1.4,8.1,85.5,0.3,0.3,2.7,50.9,49.1,8.2,5.0,24.2,50.0,"     $20,036,972","  $76,799",    261,"          $47,856,390.00","           2,956.5","              $16,186.84","          $54,634,308.00","           3,321.1","              $16,450.67","   3,031",     119,0.3,3.6,0.0,0.0
83.0,1.3,11.5,4.6,79.4,0.1,0.1,3.0,50.9,49.1,2.7,0.8,17.2,26.2,"     $17,510,859","  $74,727",    234,"          $37,726,800.00","           3,181.2","              $11,859.30","          $40,342,177.00","           3,306.8","              $12,199.76","   3,274",      90,1.8,1.4,0.0,0.0
87.3,0.5,2.5,6.9,87.4,0.4,0.0,2.2,54.0,46.0,6.1,3.0,16.8,33.9,"      $4,213,291","  $72,894",     58,"          $10,633,687.00",             754.5,"              $14,093.69","          $12,452,019.00",             848.1,"              $14,682.25",     767,      21,0.1,2.7,0.0,0.0
57.0,1.6,1.4,8.4,83.4,0.4,0.1,4.7,55.8,44.2,5.4,1.9,9.8,42.3,"     $11,435,488","  $82,746",    138,"          $27,246,259.00","           1,445.6","              $18,847.72","          $27,278,409.00","           1,452.0","              $18,786.78","   1,409",      21,0.0,1.5,0.0,0.0
56.8,0.8,1.0,80.6,17.4,0.1,0.0,0.1,49.2,50.8,40.8,9.8,20.4,66.9,"     $10,725,756","  $78,749",    136,"          $31,726,754.00","           1,451.3","              $21,860.92","          $32,257,988.00","           1,540.3","              $20,942.67","   1,480",     152,3.8,8.0,0.0,0.0
52.7,3.4,16.4,31.8,44.3,0.5,0.0,3.6,55.2,44.8,24.1,5.4,21.2,60.3,"     $15,032,636","  $82,096",    183,"          $41,759,928.00","           2,211.1","              $18,886.49","          $41,937,585.00","           2,243.0","              $18,697.10","   2,210",     244,7.7,5.4,0.0,0.1
61.4,8.7,0.7,19.9,66.7,0.4,0.0,3.6,49.6,50.4,23.2,2.8,11.3,45.2,"     $16,041,979","  $78,599",    204,"          $41,932,073.00","           2,096.3","              $20,002.90","          $41,951,078.00","           2,099.5","              $19,981.46","   2,161",     171,5.1,3.9,0.1,0.0
68.2,2.2,1.9,15.2,75.8,0.0,0.0,5.0,51.3,48.7,7.6,3.9,17.0,55.7,"      $9,400,572","  $60,221",    156,"          $24,660,611.00","           1,684.7","              $14,637.98","          $31,379,192.00","           2,140.5","              $14,659.75","   1,789",     169,4.5,6.7,0.0,0.0
84.4,0.7,6.2,1.7,89.4,0.2,0.1,1.7,51.3,48.7,2.3,0.8,16.0,20.6,"     $13,807,401","  $78,764",    175,"          $35,356,470.00","           2,442.6","              $14,474.93","          $38,478,951.00","           2,551.9","              $15,078.55","   2,485",      16,0.0,0.6,0.0,0.0
84.8,2.8,1.6,7.5,81.5,0.4,2.8,3.4,50.9,49.1,7.7,1.6,12.9,25.6,"      $3,369,402","  $64,712",     52,"           $8,266,725.00",             567.0,"              $14,579.76","          $10,301,980.00",             692.8,"              $14,870.06",     592,      18,0.7,2.7,0.0,0.0
87.9,0.8,3.8,2.6,90.3,0.2,0.3,2.0,48.5,51.5,1.5,0.4,15.4,20.6,"     $11,740,095","  $77,904",    151,"          $29,066,485.00","           1,767.8","              $16,442.18","          $31,935,292.00","           1,823.5","              $17,513.18","   1,814",      25,0.5,1.1,0.0,0.0
83.7,2.7,2.7,5.8,85.6,0.2,0.1,2.9,49.9,50.1,3.2,0.9,15.2,25.6,"     $16,520,975","  $79,504",    208,"          $45,038,573.00","           3,102.0","              $14,519.20","          $47,895,934.00","           3,168.6","              $15,115.80","   3,180",     126,2.5,2.2,0.0,0.0
85.6,0.7,0.5,2.8,93.5,0.1,0.0,2.3,44.9,55.1,3.4,0.8,18.8,29.6,"      $5,023,622","  $69,105",     73,"          $12,795,995.00",             740.1,"              $17,289.55","          $14,375,317.00",             845.3,"              $17,006.17",     756,      14,0.1,1.7,0.0,0.0
87.8,0.6,1.8,1.6,95.5,0.0,0.0,0.4,51.8,48.2,2.2,1.0,19.3,24.3,"     $16,485,497","  $84,281",    196,"          $35,269,631.00","           2,622.7","              $13,447.83","          $37,468,600.00","           2,682.3","              $13,968.83","   2,660",      20,0.1,0.7,0.0,0.0
89.8,2.1,11.2,3.5,81.3,0.0,0.0,1.9,51.2,48.8,4.0,1.1,12.1,17.6,"      $7,649,512","  $82,877",     92,"          $18,676,378.00","           1,126.5","              $16,579.12","          $20,817,792.00","           1,170.1","              $17,791.46","   1,160",      13,0.8,0.3,0.0,0.0
65.4,3.4,1.8,33.7,59.5,0.2,0.1,1.3,52.8,47.2,16.2,8.7,22.8,58.2,"     $35,591,659","  $69,043",    516,"          $95,472,987.00","           7,429.4","              $12,850.70","         $111,752,055.00","           8,641.8","              $12,931.57","   7,885",     295,1.7,3.2,0.0,0.0
76.3,18.5,4.1,11.9,57.6,0.0,0.0,7.9,51.0,49.0,13.8,6.8,19.8,48.0,"      $5,968,728","  $66,615",     90,"          $16,227,241.00","           1,165.9","              $13,918.21","          $19,870,903.00","           1,248.5","              $15,915.82","   1,218",      69,1.4,4.5,0.0,0.0
89.1,0.7,6.7,4.0,85.4,0.3,0.0,2.9,51.3,48.7,8.3,2.4,16.4,23.0,"     $17,051,599","  $81,082",    210,"          $35,615,279.00","           2,889.3","              $12,326.61","          $40,466,914.00","           2,964.2","              $13,651.88","   2,935",      63,1.0,1.5,0.0,0.0
68.9,2.7,1.0,79.5,15.6,0.0,0.1,1.2,53.2,46.8,43.8,23.3,23.3,82.4,"     $28,102,946","  $68,779",    409,"          $90,958,287.00","           5,360.5","              $16,968.25","         $112,918,790.00","           6,678.8","              $16,907.05","   5,912",     654,0.5,10.8,0.0,0.0
77.8,1.0,1.7,3.8,90.4,0.5,0.3,2.4,52.2,47.8,4.7,0.9,18.8,26.3,"      $6,173,775","  $68,981",     90,"          $15,404,466.00","           1,155.3","              $13,333.74","          $17,083,769.00","           1,229.4","              $13,896.02","   1,176",      21,0.9,1.2,0.0,0.0
90.3,0.6,11.3,1.9,83.5,0.3,0.0,2.4,49.7,50.3,4.7,2.4,12.5,17.6,"     $22,880,672","  $87,935",    260,"          $50,380,800.00","           3,483.8","              $14,461.45","          $52,959,660.00","           3,549.7","              $14,919.48","   3,516",      36,0.5,0.7,0.0,0.0
84.7,1.4,2.1,8.2,85.3,0.1,0.0,2.8,48.9,51.1,17.7,7.5,17.0,36.4,"     $17,890,123","  $74,760",    239,"          $42,015,145.00","           2,668.0","              $15,747.81","          $47,746,274.00","           2,862.2","              $16,681.67","   2,739",      58,0.4,1.9,0.0,0.0
60.4,1.8,0.8,1.6,94.1,0.0,0.1,1.6,55.3,44.7,0.9,0.8,19.8,39.6,"      $6,925,024","  $84,762",     82,"          $17,884,412.00",             927.7,"              $19,278.23","          $20,171,216.00","           1,004.7","              $20,076.85",     975,      34,2.2,1.7,0.0,0.0
87.8,1.3,1.6,4.7,88.5,0.1,0.0,3.8,49.9,50.1,3.4,2.2,15.8,25.7,"     $11,304,062","  $69,265",    163,"          $28,563,861.00","           1,757.3","              $16,254.40","          $30,848,724.00","           1,815.4","              $16,992.80","   1,822",      30,1.5,0.3,0.0,0.0
